prem_id,premise,dialect
prem618,"Eta hobiek al diez honexek? –Barbadosko landatzaile alfer baten beldur al zara? Zer dozu, Peter? Inoz ez zaittut billurtute ikusi. Arma batek tiro ein aben hareen atzien.",western
prem619,"Eta milia pare batera alde horretatik, hareen atzetik, hiru ontzi zuri haundi etozen ziztuen.",western
prem620,"Gure aukera bakarra da, esaot, eta baliatu ein biher dou. Blooden eretxiz modurik onena zan Wolverstoni ordurako proposatuotzona.",western
prem621,Maisu gaztearen begi grisek behatu eben.,western
prem622,Ez ekixen Oglek izututako gizonek Wolverstonenaz besteko iritzi bat izengo ete eben.,western
prem623,"Ainguratu eizu, eta ontzi bat bialtzeko seinalie ein eiezu. Harridurazko isiltasune pausau zan ontzixen, harridurazkue eta susmozkue, bat-bateko errenditze hori zala eta.",western
prem624,Usteot modu bakarra dala nire ekintzen ondoriozko suntsipen ziurretik gu guztixok salbetako.,western
prem625,"Ez dakit zergaittik berba ein biher doztezun holan, esan aben, aurretik aben segurtasuna baño gitxiauaz.",western
prem626,"Eta zoro kixoteskue arriskurantz due une honetan, gure izenien.",western
prem627,Irribarre mehe eta garratz bat agertu zan ofizialaren ezpain harruetan.,western
prem628,"Karitatibuek izen daitezen, zelanbait!  Leun ein aben barre.",western
prem629,"Entzun jaunari, esan aben, isekari.",western
prem630,"Mehatxuek ez dabe balixoko, kapitan.",western
prem631,"Blood kapitanak begiradaz arakatu ebazan begi bortizdun burkide ausart horreen ilerak, eta gero Oglerengan pausau aben barriro be.",western
prem632,"Bishopi bixotza ikutzeko asmotan bazauz, tonto haundixaue zara, Ogle, beti pentseu izeotena baino, armak baño eztekozuzela.",western
prem633,"Modu bakarra aurkitu aben, eta nazkagarrixe eitten bajakon be, heldu ein biher.",western
prem634,Behin eta barriro botaostezan.,western
prem635,"Hau, Julian Wade jaunaren etorreraren barri emon jakola.",western
prem636,"O, mesedez. Benetako kezkie euen haren ahotsien.",western
prem637,"Azken horri traiziño eitteko billurrez, lehenenguen babestu zan.",western
prem638,"Tonu hori! Ausartu zaitez tonu horregaz berba eitten!, oihu ein aben neskak, ustekabien harrapau aben kartsutasun harengaittik.'",western
prem639,Biherbada nire barri izen dozu. Calverley kapitanak gogor beittu aben.,western
prem640,Ez da hori. Baña alkar txarto ulertzeari lotuta euzen ezinbestien.,western
prem641,"Zeozer pasetan bajatzu, Peter, esan aben Blood beste beste aldetik etorrela, Bishop koronelak hobe dau bere burue zaindu.",western
prem642,"Txapela, makilie eta ezpatie hartuko duaz, eta txanelien lehorrera juengo naz.",western
prem643,Nire aginduen bila itzuli biher dot Bishop koronelarengana.,western
prem644,"Bristada batien, Captain Bloodek hareen buruen zer euen ikusi aben.",western
prem645,"Ahal doten onduen eitteot, esan aben.",western
prem646,"O, mesedez, zure baimenagaz, seguru nau eztauela ezer ikesteko Bishop koronelarengandik.",western
prem647,"Neure buruari galdetzeotzet, esan zoztan, bihurrikerixie zeuk eindakue dan.",western
prem648,"Babes zuhurra, onartu aben.",western
prem649,"Zeozer erakutsi biotzut. Bere buruari galdezka, Lord Julian kidearen gañera igon zan, eskatu lez.",western
prem650,"Beste milia erdi ein aurretik, irismen barruen egongo ga. Wolverstonek biraoka ein aben, modu landuen, eta bat-batien egiaztau ein aben.",western
prem651,"Adeitsue da, ergela izeteraino.",western
prem652,Irudi horretan nibelau aben teleskopixue.,western
prem653,"Bishop andereñue be Royal Mari ontzixen euen, eta jaunagaz batera erreskatau neuen.",western
prem654,"Eta ahal badau? Moztu aben Bloodek, axolabako.",western
prem655,"Errege zerbitzau baño nahixau Infernuen erre, esan aben amorru haundiz.",western
prem656,"Ergela zara horretan pentsete hutsagaittik, Peter!",western
prem657,"Zutik, eskudel onduen, Lord Julian albuen ebala, Blood kapitanak esan gure abena azaldu aben.",western
prem658,"Ur bazterretik oharkabien hurreratu zan ontzi bat Arabellaren krosko gorri haundiaren kontra arrastaka eta kolpeka inguratu zan, eta ahots zakar batek garrasi hunkigarri bat heldurazo aben.",western
prem659,"Gero gogoratuko dabe zure gogortasunak eruen nindduela. Mobidu ein zan, handik jueteko, gero egiaztau eta barriro eiotzon aurre.",western
prem660,"Fedie, tarte baten ostien zabilz azaltzen, esan aben.",western
prem661,Odol edalie da.,western
prem662,"Egixe da, ergela.",western
prem663,"Ainguratu, kapitan, eta ein seinale bat ontzi bat bialdu deien, eta ziurtatu andereñue hemen dauela.",western
prem664,"Eta ergela ez bazina, Ogle, ez zeunke nik hau esan beharrik izengo.",western
prem665,"Eta zer gertauko jat niri, Jeremy? Jakiñe, oin afaltzeko bueltan izango naz, bai. Blood bajau ein zan zain euen ontzire.",western
prem666,"Txabolara zeroien kalexkako atarixen, Bishop andereñue aurkitu aben.",western
prem667,"Ogle, esan aben, altzairue bezain ahots hotz eta zorrotzien, zure lekue armen bizkarrien dau.",western
prem668,"Baña ondino ez zan urten, bizkarra hari begire euelako, eta noranzko berien mobiduten ebilelako.",western
prem669,Museue ez da oso haundixe kataloguen edo etiketetan,western
prem670,"Udan belugak ikusi leikezuz, udazkenien hartz polarrak, eta udabarriko edo udazkeneko ekinozinotik gertu bazauz, aurora borealak edo iparraldeko argiak.",western
prem671,Canal Motorboats BVk kokaleku bi dekoz hirixen,western
prem672,Aide zabaleko merkadu horrexek Pekinen erosteko lekurik interesgarrixenak be badiez.,western
prem673,"Eskozia Barrira Chigniente Istmo itsasarte estuek lotue, Brunswick Barria 1784an probintzi bereizi bihurtu zan, 14.000 errefuxiatu loialistak eskatute.",western
prem674,"Ipar mendebaldeko kostaldeko badixa haundixena portu ona da, baña bai ure bai hondartzie zikinak egon leikez.",western
prem675,"Etxe orratz horrexek bankuek diez, eta dauzen kalie Milla de Oro da, Urrezko Milia da.",western
prem676,"Umiek Cite de la Mer-az (37 Rue de l'Asile Thomas) gozauko dabe, ontzigintzaren historiari, arrantza-industriari eta itsasaldiek eta itsaslasterrek kostari formie emoteotzien moduari buruzko erakusketak dekoz eta.",western
prem677,"Orduen, jakiñe, Bigarren Mundu Gerrako parte-hartzie hasi zan Commonwealth Britainiarraren Aideko Trebakuntza Planagaz, zeinien Kanadako zeru seguruaue erabili eben burrukarako pilotuek prestetako.",western
prem678,"Ming hilobixek garai batien oinarrizkuek zien Badalingeko Harresi Haundirako ibilbideetan, baña atzerriko turistak nekez txunditzen ebazan lekuek, umelak, hotzak eta txarto zaharbarritutakuek ziela iruditzen jaken eta.",western
prem679,"Mediterraneoko porturik onenak junixue, julixue, abuztue eta maietza diez, esan aben Andrea Doria XVI. mendeko almirante veneziarrak. Udako nabigaziño denporalditik kanpo, flota batek ezin izango leuke hamen babestie baño ezer hoberik ein.",western
prem680,"27 mendi ibilaldixen artien, onenak diez Glasgowko lakuetatik John Deer lakurako ibilbidie eta Beulach Baneko ur jauzien eta French mendiaren ingurukue.",western
prem681,"Tolerante eta lagungarri izeten jarraitzen dabe, jakin arren euren kostalde ederra eztala eurena bakarrik ya.",western
prem682,"Kublai Khanek bere hiriburue eraiki aben 1279an, Pekingo Beihai lakuaren ertzien. Han, haren altxor inperial batzuk ikusgai dauz gaur egun.",western
prem683,"Na Paliko errepiderik bako kostie, iparraldeko kostalde zerutiarrien, munduko itsas ondoko ibilaldi gatx eta bikainenetako bat da (ikusi 71. orrialdie).",western
prem684,"Anglo komunidadeagaz errezau nahastuz, eskola protestantiek bakarrik onartzen ebezan, Ekialdeko Europako juduek Westmount eskola aberatsien graduau zien, edo Torontora emigrau eben barriro.",western
prem685,"Ahal bozu, ohitu zaittez bilbeagaz aldez aurretik.",western
prem686,"Haren hilobi gangak, 27 m (88 oin) lur azpixen, marmolez einde dauz eta 1.200 metro karratu (13.000 oin karratu) hartzen dabez.",western
prem687,"Napoleonek Kataluniako santutegi sagraueri eraso eiotzon, Montserrateko monasterioari, eta suntsitu ein aben.",western
prem688,Jabetza eruengarri guztixek tximinoengandik ezkutetie,western
prem689,"Estei Jauregixe sortu baño 1.400 urte inguru lehenau, Milreu persona ospetsu baten landa etxe haundixe be bazan.",western
prem690,"1981ien merkadu bateratuen sartu zanien, Greziaren aurreikuspen ekonomikuek indartu ein zien.",western
prem691,Itsosoko tenperaturak 18e eta 24e C (64-75e F) bittartekuek diez.,western
prem692,Kinabalu parke nazionala estaduko sei eskualde babestuetako bat baño ez da.,western
prem693,"Sofias, Megaro Mousikis metro geltokiaren onduen.",western
prem694,"Atiaren ekialdixen Olinpieiue dau, Greziako lurraldien inoz eraikitako tenplurik haundixena.",western
prem695,"Poble Espanyol (herri espainiarra), Montjuiceko ipar ekialdeko saihetsien, zeinetarako posible dan familixa guztiarentzako klixe dibertimendue asmau izena.",western
prem696,"Gaur egun, eraikin zaharrien dau Edinburgh Experience, 20 minutuko 3-D diapositiba ikuskizune, hiriaren historixie irudikatzen dauena eta gaur egungo Edinburgo biziarazoten dauena (apirile-urrixe bakarrik).",western
prem697,"Dora Stratou Folk Dance Theaterrek Greziako kanta, dantza eta musika tradizionalaren emonaldixek aurkezten dauz, herri tradizional itxurako Philopappos Hill auditorixuen, maietzetik irailera, astelehenetan izen ezik.",western
prem698,"Anneren eta Amsterdamgo okupazinoaren historiari buruzko bideuek ikusikozuez, garaiko argazki eta artefaktuekaz batera.",western
prem699,"Haren onduen, La Martorana eleiza gotiko normanduek, fatxada eta arkupe barrokue bataz modu partzialien birmoldatu ebenak, kanpai horma fine dau, mailendun leiho finez betetako lau solairukue.",western
prem700,"Aintzirie, berez, mendi garai batzuen itzalien dau, Scafell Pike barne, hau da, Ingalaterrako altuena, 977 metrogaz (3.205 oin).",western
prem701,"Europako eta Puerto Ricoko arte bilduma hau, Karibeko onena seguruenez, ederto egongo leitteke Europako edozein hiriburutan.",western
prem702,"Treasure Beach resort gune bakarra da, hareazko hiru badixatan zabalduta hotel gitxi batzuk baño eztauzena.",western
prem703,"Gero Bona dator, saskigintza zentro bat, bere burue kecak dantzaren etxe lez be aurkezten dauena.",western
prem704,"Gogoz bazauz, Mist ibilbidetik jarraittu, Emerald aintziratik aurrera, Nevada ur jauzira, eta jente gitxiau topaukozu bertan.",western
prem705,"Udak klima epela (baña ez beroa) eta itsosoko tenperatura epelak dakarz, eta hori ezin hobie da urpien ibiltteko, snorkelerako eta uretako beste kirol batzuetarako.",western
prem706,"Urmaelen artien, batien bizixe dau; bisitarixek txanponak botaten dabez, dortoka baten buruen bote eingo dauen esperantzan, zorte ona lortzeko modu segurue da ta.",western
prem707,"Jazz klub ugarien artien dauz Culver Cityko Jazz Bakery, Hollywoodeko Catalina Bar and Grill eta ipar Hollywoodeko Baked Potato famauek.",western
prem708,"Resortaren erdixen, barrualdeko urmaeleko ur babestuetan, izurdeekaz uger eitteko programa bat dau.",western
prem709,"Nafplio portu hirixe leku paregabie da inguruen tourrak eitteko, edo tourrien zauzen bittartien bazkaltzeko, bestela.",western
prem710,Kanadako Pacific trenbidie eraikitzen lagundu eben bihergin ausarten ondorenguek diez hango bizanle batzuk.,western
prem711,"Bajau Batthyany aurreko geralekuen 1896ko eleiza kalbinista neogotikoaren kanpoalde koloretsue miresteko, hiriaren hainbeste paisaia argazkitan dauen hori.",western
prem712,"Hemen, 1775ien, Saint Catherine fuerteko dendetatik 100 bolbora upel desagertu zien modu misteriotsuen, eta iraultzaile estatubatuarrek erabilteko lotuta euen ontzi batien azaldu zien.",western
prem713,Bisitatzie merezi daben beste batzuk diez Balzacen etxie (47 Rue Rayanouard) eta Delacroixen estudixue (6 Rue de Furstenberg).,western
prem714,"Prinsengrachten, Otto Frank eta bere familixie euren negozixoko atikuen ezkutau zien urte bi baño gehixauz, topau ebezan arte.",western
prem715,"Tearen zeremonixaren zale bihurtu bazara, gustoko izengozu XIV. mendeko zeramikazko katiluen, te pitxerren eta kutxen eta banbu koilara, irabiagailu eta lore pitxerren bildumie.",western
prem716,"Honexek diez beira arasak: lehoi erakusketa barrixe, edurretako lehoinabar eta gepardo erakustaldixek, eta Afrikako oihan tropikal bat, gorila eta fakokeroz betie.",western
prem717,Eraikinaren kokapena bera be mirari teknologikue da.,western
prem718,"Hain zuzen, 1970eko hamarkadako autobusen polemikako protesta eta istiluen inflexiño puntue izen zan.",western
prem719,"Abuztuko enbor biraketako txapelketagaittik da ezagune Squamish hirixe, eta hasiera ederra da Garibaldi parke probintzialera mendi ibilaldixek eitteko.",western
prem720,"Portugal zaharra benetan bizitzeko, Leal Senado ikusgarriaren (Senatu leiala eraikina) sarrera areto hotzien sartu, arkitektura kolonialaren adibide aparta da ta.",western
prem721,(Gertaerie abuztuaren 14en eta 15ien errepikauko da.),western
prem722,"Sant Antoni badixaren ahue mendixen, Coniera edo Conejera uhartearen silueta distiratsue dau (untxi zulue esan gure dau).",western
prem723,Horrek lotzen dauz hondartza publiko nausixek (Warwick Long Baytik Horseshoe Bayra).,western
prem724,"Seigarren Kurutzadan (1228- 1229), Frederiko II Erromatar Inperixo Santuko enperadoriek Jerusalem seguru bihurtu aben kristauentzat, negoziazinoaren bidez.",western
prem725,"Hiriko harresiaren zati izenda, prusiar pragmatikoenek atie diseinau eben, ez garaipen arku moduan, zergak kobretako bidesari ate moduan baño.",western
prem726,"Ezarritako piezez gain, musika gehixena perkusibue da eta ekintza eta gogo aldartie babestu eta islatzeko balixo dau.",western
prem727,"Eredue errepikau ein zan mende bat geruau, mairuek 1151n almohadeen laguntzie eskatu ebenien.",western
prem728,"Horrexetako bat baño gehixau eros leikezuz, zeure teilatu erpin estuen linea eitteko.",western
prem729,"Maietzetik urrixen erdialdera, Boston Harbor gurutzaldi konpainixie",western
prem730,"Bide estuetatik eta nekazaritzako pistetatik bakarrik iritsi leike itsosora, baña merezi dau ibilaldi bat eittie, jentetzatik urruntzeko.",western
prem731,"Errefortzuakaz, espainiarrek hondartza buru bat ezartie lortu eben.",western
prem732,"Halanda be, Parisek oin gitxi hiri osue gurutzatzen daben bidegorrixek sortu ebazan, eta, horregaittik, bizikletie askoz seguruaue (eta zabalduaue) da.",western
prem733,"Hondartza atsegine aurkitukozu gertu, Batu Hitamen.",western
prem734,"Zaldixek tiretutako gurdixetan baserritar mozorrotuek bisitaukozuz, lurra lantzen eta ixtie jasoten, artilie mozten, irine ehotzen errotan, ehuntzen eta errementarixarenien ferrak eitten.",western
prem735,"Bertan bidaiatxuek eitteko ontzi txikixek alokatu leikez Sea Horse Boat Rentalsen, Marsh Harbour, Abacos (tel.:",western
prem736,"Gauza iskanbilatsu eta kontserbadoriek, batek ikesten dauenez, zalaparta haundi barik irauten dabe hemen.",western
prem737,Kurutziek 181.740 tona ei dekoz.,western
prem738,Gustav Noske defentsa ministro bihozbakuek 4.000 freikorp (eskuma muturreko oldar soldadu) deittu ebazan mugimendue zapaltzeko.,western
prem739,"Gaur egun, talde turistikuek egonaldi laburretarako datoz, eta, Baliko leku guztixetan moduen, prezixuek apurka-apurka igoten dabiz.",western
prem740,Harexek ein eben lehenengo ahaleine eta gogorrena lurralde latz haretan bizimodu modernue eitteko.,western
prem741,"K.o. 688-691 artien eraikie, Persiako milaka lauza zeramikoz apaindute dau, batez be urdinek eta horixek, eta leihoburuetan idazkera koranikuek dekoz.",western
prem742,Ikusizue arku baxuko sabaiko trompe l'oeil margolana zelan saiatzen dan eleiza txikixe katedral gotiko altu bihurtzen.,western
prem743,Zenbait atenastarrek Batzarrari eskatuotzien Mazedoniako erregeari gerrie deklaretako.,western
prem744,"Ur gezako arrantzaliek baimena izen biher dabe. Turismo bulego gertuenien informazinue eskatu, zelan lortu jakitteko.",western
prem745,"Clunyk inguruko landa eremuen izen aben eragina ikusteko, bisitau Clunyren arkitektuek eraiki ebezan eleiza erromanikuek dekiezan herri batzuk, bestiek beste, Saint-Vincent-des-Pres, Taize, Berze-la-Ville eta Malay.",western
prem746,Ibilaldixek lekuko gida kooperatibako gidekaz bakarrik eittie gomendatzen da.,western
prem747,"Une honetan, pentsetan da biherbada hoba dala gitxiau garatutako uharte txiki horrexek bakien ixtie",western
prem748,"Bisita gidaure ustekabien itzuli zan preso batek, batzuek eitten dute ta, nostalgiaz esan aben janarixe San Frantziskoko hotel askotan jandakue baño hobie zala.",western
prem749,"Antxineko garai horrexetan be, jainkuek orakulue kontsultetan eben, eta Sibilaren Haitzetik emoten ebezan berediktuek.",western
prem750,"Baixada de Santa Eulalia Carrer dels Banys Nousera jaisten da, zeinak izena hartzen dauen aspaldi desagertu zien XII. mendien eraikitako ghettoaren bainuetxe barrixetatik.",western
prem751,"Trafikuek estututako arterixa nausixetatik kanpo zauzenien, Albufeirako alde zaharrak xarma tradizional harrigarrixe dauela ikusikozu.",western
prem752,"Jatorrizko ekintzatik gertu eta Klondike Egunetako testigantzarik garbixena eskeintzen dau bat-batien hazitako Dawson Cityk, zeinak 1951n eskualdeko hiriburuaren lekue itxiotzon Whitehorse garraio eta komunikaziño zentroari.",western
prem753,"Hori izen zan Errol Flynnek Port Antonion jarri zanien, 1946an, erositako uhartie",western
prem754,"Cala Mondragek eztau ixe garapenik (Mallorcako kostaldiagaz alderatute), eta baleike halan jarraitzie, eskualdeko gobernuaren aginduz, kostan kontrolik barik eindako eraikinek larritu ein dabe ta.",western
prem755,"Hiru santutegi dekoz, meru bana dekienak puntan, Brahma, Shiva eta Vishnuri eskeiniak.",western
prem756,"Arboretotik milia batera baño gitxiagora, eleiza bi topaukozuz errepidearen eskumaldien, muino magalien familixako ehunka hilobi zuriren onduen.",western
prem757,"The Stampede, hasieran, bedardietan ganaue batzeko teknika guztixek eta zirrarie erakusteko sortu zan.",western
prem758,"Ixe 100.000 lagun etorten diez hona, arkitektura harrigarrixagaz liluratzeko eta eten barik aldatzen dabilen hiri honen barritasun erakargarrixek esploretako.",western
prem759,Beaux Arts udaletxie gertuko gobernu zentruek ordeztu dau.,western
prem760,"Hotelaren atzien, hiriko fundatzaile Samuel de Champlainen 1898ko estatua baten ostien, Dufferin Terracek St. Lawrencen eta, ibaixen behera, Ile d'Orleansen bista paregabie eskeintzen dau.",western
prem761,"Payangandik harau, gitxi erabilitako bidie paisaia ederretan barrena due Baturreraño (ikus 59. orrialdea).",western
prem762,"Massachusettseko Teknologixa Institutue (MIT), 1861ien sortue, Estatu Batuetako zientzixa eta ingeniaritza erakunde nausixe da, eta aitzindarixe izen da teknologixa moderno askotan, hala zelan argazki estroboskopikuen eta elikagaixek kontserbetako prozesuetan.",western
prem763,"Ipoh iparraldien, sei kilometrore (4 milia), Perak Tong dau, 1926an Txinako abade budista batek eraikixe.",western
prem764,"Kodaly kerend (Kodaly ilargierdixe, beste konpositore hungariar baten omenez izendatue) moltso bikaine da, figura klasikoz eta txertautako motiboz apaindutako fatxada kurbauek dauzena.",western
prem765,Independentzixaren ostien parlamentue hemen ezarteko planak zapuztu ein zien,western
prem766,"Lekuen bertan ekoitzitako produktuen adibide ugari aurkitu leikez hemen, eta turismo zentruetan baño merkiau erosikozu, batez be aldez aurretik truke trebetasunak praktiketan bozuz.",western
prem767,Ramses II.aren (K.a. 1279-1212) 60 urteko araue amaiera bikaine izen zan Erresuma Barriaren arorako.,western
prem768,Aidetik ikusikozu Sarawakek herrialdeko ibairik luziena dauela: Rejang. 563 km (351 milia) eitten dauz Indonesiako mugako mendixetatik Hego Txinako itsosoraño.,western
prem769,"Sarrerako tunel batek, alde batien horma hobiko sukaldie dauenak eta biltegiratzekuek bestien, egongela nausire darue.",western
prem770,"Antzerki eta Kontezrtu Areto Nazionala, Megaron izenaz ezagune, Vasen dau, tel.: 01-7282333.",western
prem771,"Estatu Batuetako politikan interesa izatie lagungarrixe bada be, edozelan be interesgarrixek diez Watergateko zintie edo atzerriko gaiei buruzko Nixonen alkarrizketie entzuteko aukerie emoten daben pantailak.",western
prem772,"Hiriko beste monumentu erromatar haundixe, antzoki zaharra, hiriaren hegoaldien dau.",western
prem773,"SS guardien lurpeko egoitzaren ganien eraikitako eraikinek dau barruen Izuaren Topografixie, nazixek eragindako ikarie jasan ebenen bizitzie modu hunkigarrixen erakusten dauen argazki eta dokumentuen erakusketie.",western
prem774,"Proiektu hori bukatzen bada, kate osoko interesgarrixenetako bat izen biko leuke.",western
prem775,"Eskuz eindako autuek diez hiriaren erakarpen maitiena, eta sistemie Mugarri Historiko Nazional izendau eben 1964an.",western
prem776,"Depresinuen herrialdeko probintzixarik pobriena izen zan, gosiek hiltzeko zorixen egon zan.",western
prem777,1992ko Joku Olinpikuek jarri eben Bartzelonaren kirolzaletasun amorratuaren ospearen oinarrixe.,western
prem778,Ibili bizkarretan eta berba ein marinelen eta erromesen paperak dekiezan aktoreekaz.,western
prem779,Eraikinaren ezaugarririk ospetsuena matxinsalto itxurako haize orratza da.,western
prem780,"Egonaldi luzeagoetarako, informaziño buleguek Queticoko alkar blokeetan daben ubideen sare zoragarrixaren mapa zihetzak emoten dauz.",western
prem781,Pei dorretik bide bihurri batek darue Hong Kong parkeraino.,western
prem782,Teleaulkixe dau gustukoen jentiek.,western
prem783,"Informazinue eskuratzeko, deittu (213) 623-2489 zenbakire lanegunetan, 9:00etatik 17:00etara.",western
prem784,"Uhartien lasaitasunek 1287. urtera arte iraun aben, Alfontso iii.a Aragoikuek, bere noblien eskuetan umiliazinuek tarteko, inbasinorako aitzakixe aurkitu abelako orduen.",western
prem785,"Zutabien ganeko plataforma batien, Chaac-Moolen irudi zizelkatu bat dau, etzunde. Haren sabela katilu itxuran hustute dau, eskeintzak jasoteko. Aditu batzuek uste dabe giza bixotz freskuek be hartzen ebazala.",western
prem786,Lakuaren hegoaldeko kostaldeko hiririk haundixena Siefok da.,western
prem787,"Hiriaren erdixen dauen arkupe gotiko batetik, XIII. mendeko kanpai dorre izugarri baten ondotik, 90 mailako eskilara batek santutegiko XI. mendeko brontzezko atietara eruengo zaittu.",western
prem788,"Asko gustetan jake sozializetie, eta tabernetan, batez be taberna marroi famauetan, batu ohi diez, normalien, mundue konpontzeko.",western
prem789,Zurezko ohol bi eskuz altxauz funtzionetan dau,western
prem790,"Bigarren dorrien dau Torontoko burtsie, askoz zalapartatsuaue eta modernoaue.",western
prem791,"Autobusak Isidoro Macabicheko geltokixen gelditzen diez, edo, bestela, autobus urdin txikixek badiez, gobernuaren ordezkaritzaren eraikinaren parien, etorbide berien.",western
prem792,"Plazaren beste aldien Laleliko atzeko kaliek dauz, arropa merkie bilatzeko lekue.",western
prem793,"Barruko irristaketa ein liteke Ditan izotz pistan, Ditan parkien, eta Traders eta China World hotelak (1 Jianguomenwai Dajie) lotzen dauzen lurpeko merkataritza-gunien.",western
prem794,"Arma bikaina zan, baña hainbeste pisetan abenen, egunien 5 km (3 milia) bakarrik garraiatu eikien. ",western
prem795,"Liao hiriburuek, orduen Yanjing izenez ezaguna zan Beijingen, gaur egungo hiriburu modernoaren hego-ekialdeko eskualdie hartzen aben, eta Fayuen tenpluek bakarrik dirau garai haretatik.",western
prem796,Ikusi hondartza onenen zerrendie 82. eta 85. orrialdietan.,western
prem797,"bittartien, Caldas de Monchique leku egokixe da picnic bat eitteko eta basuen pasietako.",western
prem798,"Kanadako hamar zentaboko txanponien agertzen dan 1921eko belauntzi txapeldun ezagunaren erreplika honetan, bizkarrien ibili ahal za, eta ordu biko bidaia be ein leikezu.",western
prem799,Spectrum ataleko bisitarixek hainbet makina manipuletan eta zientzixie esperimentuetan parte hartzen animetan dabez.,western
prem800,"Antxine, barriro, Karibeko piraten leku kuttuna zan, urrin euelako Habanako, Puerto Ricoko San Jueneko eta Panama Hiriko kolonia gertuenetako jauntxuen atzaparretatik.",western
prem801,"Turismo-buleguek saiatu diez L'Estrie eremuaren izena aldatzen, baña quebectar militante gehixenek be gurau dabe betiko itzulpen zuzena, L'Esteko kantoiak, oso zihetza ez izen arren.",western
prem802,"Bidien, Arte Ederren Jauregixaren ondotik pasauko za, Panama-Pazifikoko Nazinoarteko Erakusketako erlikixie zaharbarritu bat.",western
prem803,"Oin dala gitxi arte, izkinako 8. etxie izen da Generalitateko presidentiaren egoitza ofiziala.",western
prem804,"Bi mendetako heresia erlijiosuaren ostien, Eleizak barritze espiritual bat biher aben, eta, horretan, aliau perfektue izen aben San Frantzisko Asiskue (1182-1226), eleizkoixe bera, baña ez lar militantie",western
prem805,"Horma, gailur eta tontorretan gora eta behera sigi-saga ein ahala, topografixa desafiatzailera egokitzen da, eta horrek arnas barik ixten dauz turista asko.",western
prem806,"Baña, azken modako razzmatazza gorabehera, museuek eztau ahaztu antxineko automobil ederren xarmie, eta, batez be, Kanadako lurrun-aro haundiko tren-makina zaharrak.",western
prem807,"Velázquez, Greco, Goya edo Zurbarán espainiar maisu zaharren Madrilgo bildumak eztau parekorik munduen.",western
prem808,Itsas Museuek Ozeano Bareko portuaren historixie jorratzen dau.,western
prem809,"Altzarixek eta ziderra, 29; Tai Sing Company-ko portzelanie, 122.",western
prem810,"7. kilometruen, eskumara bira eitten dau, Pok-Ta-Pok 18 zuloko golf-zelairantz. Aintzira ondoko lur-zati haundi batien dau golf-zelaixe.",western
prem811,Dam Square lurrez inguraute geratu zan historixan lehenengoz.,western
prem812,"Colónia de Sant Jordi hotelez eta villaz beteta dau, baña ez da iristen eremu turistiko bat izetera.",western
prem813,Iristen zien untzixetara arin sartzeko garatu zien txalupa horrexek.,western
prem814,"1847an, Kasten Gerrie izeneko altxamendu basati batien, maiek, kolono zurixek sarraskitu, eta penintsulako ixe bi herenen kontrola hartu eben.",western
prem815,Trachypithecus tximinuek eta buztan luzeko makakuek animalixa basatixek diez.,western
prem816,Hainbat tamaina eta apaingarrittakuek aurkitukozuz.,western
prem817,"Handik gertu, Xlapakek egitura nausi bakarra deko, jauregi bat, baña Labnak, ibilaldiko azken Puuc guniek, egitura ugari dekoz esploretako.",western
prem818,"Eraikinak eleiza bardin-bardin bi lotzen dauz: Franzesischer Dom (edo Katedral Frantsesa), iparraldien, higanot etorkinentzat eraikie, eta Deutscher Dom (Katedral Alemana), hegoaldien.",western
prem819,"Bisitarixek Barcino-Bartzelonari buruzko multimedia-film historiko birtual bat be ikus leikie, 28 minutukue.",western
prem820,"Ohartuarazo dabe kanpuen ezin dala jan, leikena dalako tximinuek hori afaltzeko konbidapentzat hartzie",western
prem821,Portuko zubixen azpixen badau Potter's Cay deritzon uharte txiki bat.,western
prem822,"Amsterdamek arpei asko dekoz, hirixe ospetsu ein daben diamanteek adina ixe.",western
prem823,Kontuen izen koko-rona eta beste fruta batzuekaz eindako ron ugari dauela.,western
prem824,"Antxineko Atenasen bixotza akropolixaren domuaren inguruen euen antolaute; harkatx ganien eraikitako tenplu sagrauek ebazan, eta hirixe harkatxaren ertz uhinduetan eraikitte euen.",western
prem825,"Aldarearen azpixen, ziderrezko disko batek zulo bat inguratzen dau; tradizinoaren arabera, han altxau zan Jesusen kurutzie, alde bakotxien lapur bat eukela.",western
prem826,"Uste da 1960ko hamarkada ezkeroztik aurkitutako espazixo irekixek pilota-jokuetarako erabilten ziela. Pilota-jokuek zeremonia-helburu garrantzitsue eben Indiako kulturan, ondino horri buruz gitxi dakigun arren.",western
prem827,"Kostatik urrin, maldiek gora eitten dau, pinu, mimosa, eukalipto eta txilar artien, ixe 915 m-ko altituderaño (3.000 oin).",western
prem828,"Saroniko uharteetako denporaldixe luzeaue da, apiriletik urrira bittartekue.",western
prem829,"Ehunka bidaiari jueten diez uharte bixetara egun-pasa, itsosontzira itzuli aurretik dana ikusteko irrikan.",western
prem830,"Gertuen dauzen instalazinuek Parnassus mendixen dauz (abendutik martire), hiritik ordu bire, autoz.",western
prem831,"Erruletan edo dado-mahaietan, jokalari nausixen onduen jokatu leikezu, edo txanpon batzuk bota makina txanponjalietara.",western
